Time,Close,High,Low,Open,Volume
2005/5/17,881.462,888.281,868.212,873.077,877227300
2005/5/18,883.196,890.403,871.821,881.141,787861000
2005/5/19,884.171,888.016,871.289,882.842,814958300
2005/5/20,882.763,891.02,879.18,883.513,722667600
2005/5/23,863.341,880.281,862.098,880.281,727979500
2005/5/24,868.456,871.767,855.587,861.195,920692900
2005/5/25,868.451,876.305,861.659,867.658,723855600
2005/5/26,857.331,872.835,854.956,867.758,662278600
2005/5/27,849.508,864.963,848.398,855.595,774998300
2005/5/30,855.612,858.462,842.102,847.634,697158300
2005/5/31,855.946,863.198,853.291,856.561,704782100
2005/6/1,837.532,857.657,836.04,855.206,790230200
2005/6/2,818.379,835.493,812.989,835.467,950865700
2005/6/3,818.033,823.86,807.965,816.546,793605600
2005/6/6,838.997,839.15,807.784,816.731,900918500
2005/6/7,837.282,858.092,835.179,841.579,1306706800
2005/6/8,905.773,908.829,844.473,848.536,3290783900
2005/6/9,912.604,925.365,895.036,907.569,3314184000
2005/6/10,894.556,911.941,889.103,911.941,2239150200
2005/6/13,892.959,900.18,877.69,894.997,1562800200
2005/6/14,883.537,905.415,882.862,895.391,1434357000
2005/6/15,866.834,881.248,865.136,881.208,1145405600
2005/6/16,879.237,879.493,861.827,866.659,1104968500
2005/6/17,880.345,888.078,876.038,883.605,1496300900
2005/6/20,906.255,906.482,872.563,881.623,1899208200
2005/6/21,896.166,906.306,894.386,906.306,1277478400
2005/6/22,900.646,901.243,891.926,894.769,1047813400
2005/6/23,893.572,904.896,892.831,900.059,950930800
2005/6/24,898.301,898.67,888.397,892.061,891873900
2005/6/27,916.043,920.647,904.209,904.209,1654540200
2005/6/28,903.716,913.48,901.207,913.48,1040221900
2005/6/29,898.898,907.571,898.084,906.751,1080674600
2005/6/30,878.686,897.102,876.884,897.102,1085547200
2005/7/1,859.494,875.935,858.37,875.935,1009459697
2005/7/4,855.932,856.1,842.812,855.317,884027653
2005/7/5,849.679,856.738,845.361,853.679,799268838
2005/7/6,842.556,854.448,838.609,850.253,689831392
2005/7/7,844.729,848.022,839.282,841.748,596246491
2005/7/8,829.489,842.62,827.229,842.62,722100042
2005/7/11,824.097,850.658,822.524,837.863,843900554
2005/7/12,851.816,854.286,818.863,821.911,1498987066
2005/7/13,846.231,851.949,841.858,850.469,939884217
2005/7/14,849.59,856.095,843.176,844.94,936196801
2005/7/15,841.001,854.604,837.783,849.873,888956339
2005/7/18,832.995,840.005,829.679,839.221,850000637
2005/7/19,835.608,840.143,829.277,831.501,789181779
2005/7/20,842.641,844.712,832.144,835.301,852647308
2005/7/21,843.987,843.987,835.757,842.746,836610097
2005/7/22,859.693,867.165,842.987,847.541,2163097613
2005/7/25,856.86,860.951,854.284,858.328,1181607969
2005/7/26,876.48,880.034,856.189,856.189,2182677591
2005/7/27,894.012,894.026,876.036,876.942,2040953728
2005/7/28,890.885,900.997,888.5,893.879,2062252706
2005/7/29,888.164,892.294,883.383,889.41,1339740598
2005/8/1,891.607,897.285,885.85,887.718,1180830918
2005/8/2,903.598,903.648,888.396,892.13,1429254743
2005/8/3,909.57,919.282,903.76,905.181,2578629807
2005/8/4,904.15,909.827,901.625,907.42,1451925560
2005/8/5,923.803,923.808,903.94,904.039,1912376473
2005/8/8,927.471,933.154,923.573,926.571,2160894430
2005/8/9,933.089,933.394,919.107,926.973,1953290746
2005/8/10,940.37,940.37,926.275,933.26,2151576251
2005/8/11,953.992,953.992,939.386,940.785,2707366644
2005/8/12,938.316,959.268,933.985,954.719,2916814435
2005/8/15,954.502,954.502,936.113,937.705,2043081347
2005/8/16,945.058,959.343,939.916,955.27,2386181791
2005/8/17,953.012,953.342,930.325,943.405,2145776865
2005/8/18,920.671,956.841,919.121,954.155,3185532658
2005/8/19,923.038,927.32,910.083,918.091,2224267940
2005/8/22,931.673,933.351,919.222,923.108,1603100973
2005/8/23,923.414,931.809,915.033,931.809,1540648815
2005/8/24,930.651,935.23,923.558,923.558,1595974747
2005/8/25,930.118,933.196,920.61,930.975,1629205702
2005/8/26,928.258,930.325,921.843,930.246,1542980361
2005/8/29,917.371,928.341,913.767,928.341,1546226094
2005/8/30,914.88,920.208,912.838,916.086,1243817039
2005/8/31,927.916,928.212,911.505,915.122,1462362986
2005/9/1,944.559,944.947,926.06,928.52,2230638364
2005/9/2,947.871,947.918,941.314,945.978,1861443797
2005/9/5,952.717,952.985,944.629,949.077,1784331803
2005/9/6,936.61,956.297,934.972,953.41,2122225535
2005/9/7,952.758,952.896,932.648,934.991,1960846569
2005/9/8,955.282,958.867,947.707,954.273,2242439335
2005/9/9,949.065,959.898,946.021,955.112,1621931001
2005/9/12,949.506,952.551,945.403,949.779,1167261344
2005/9/13,963.774,963.921,948.128,949.584,1657943068
2005/9/14,970.193,970.263,961.64,964.97,1995829050
2005/9/15,969.598,970.964,965.656,970.58,1637767923
2005/9/16,967.495,970.37,964.285,969.619,1397857095
2005/9/19,971.136,971.987,964.263,967.44,1473742101
2005/9/20,961.919,971.65,957.118,971.379,1863660434
2005/9/21,944.408,961.374,943.824,961.374,1854189548
2005/9/22,923.274,942.726,914.232,942.726,1811552476
2005/9/23,916.154,927.419,914.806,921.51,1154764377
2005/9/26,918.485,919.65,913.613,915.84,883624097
2005/9/27,904.214,921.132,903.387,918.866,1108605626
2005/9/28,903.719,910.333,901.382,903.328,885030980
2005/9/29,915.975,915.975,904.28,904.28,1193897751
2005/9/30,917.392,918.662,913.452,916.587,900143263
2005/10/10,907.321,917.211,906.88,917.211,715845087
2005/10/11,919.72,919.796,904.045,906.628,775829492
2005/10/12,923.485,926.094,917.377,920.453,1220885175
2005/10/13,916.499,926.009,916.275,923.426,1082890379
2005/10/14,904.828,917.89,902.813,916.337,1012394049
2005/10/17,897.623,903.266,892.359,903.266,1055250559
2005/10/18,902.366,903.001,895.622,897.366,1136631672
2005/10/19,898.744,907.876,897.045,902.036,1103304752
2005/10/20,899.915,900.126,889.569,898.891,1260872463
2005/10/21,904.414,907.792,897.986,899.645,1136458825
2005/10/24,906.652,908.453,900.229,905.129,921898223
2005/10/25,894.272,905.967,893.609,905.967,1121340120
2005/10/26,875.82,892.617,873.895,892.617,1216712296
2005/10/27,875.849,879.668,869.72,873.472,1190858810
2005/10/28,867.729,880.206,859.692,875.862,1197337573
2005/10/31,876.282,878.409,866.153,866.618,1044365130
2005/11/1,872.865,875.956,862.686,875.956,1008274541
2005/11/2,882.478,884.936,873.393,873.393,1310497257
2005/11/3,874.575,885.681,872.11,882.189,1217918241
2005/11/4,878.361,878.361,869.68,873.353,956731049
2005/11/7,877.278,877.617,870.082,877.617,771325916
2005/11/8,881.524,881.895,870.962,876.432,1012876111
2005/11/9,879.252,884.942,878.684,881.513,1177440511
2005/11/10,862.968,878.625,862.091,878.625,1085377097
2005/11/11,864.79,867.328,857.789,861.221,921971970
2005/11/14,862.149,864.246,858.344,864.081,627167374
2005/11/15,856.635,867.46,853.859,862.067,825247790
2005/11/16,863.119,863.167,847.49,855.449,906613777
2005/11/17,862.658,865.791,859,863.077,881163679
2005/11/18,882.241,886.582,862.403,862.579,1759780298
2005/11/21,883.871,886.106,880.3,882.79,1025996306
2005/11/22,869.617,883.931,869.53,883.931,1059723590
2005/11/23,876.229,876.816,866.19,868.005,991691966
2005/11/24,881.493,885.745,874.879,875.827,1462900765
2005/11/25,884.105,884.162,877.262,881.248,1300354588
2005/11/28,880.167,886.743,877.637,883.241,973973492
2005/11/29,871.31,879.254,870.564,879.254,841499373
2005/11/30,873.825,873.933,866.984,870.452,804073745
2005/12/1,873.067,877.312,870.703,873.474,706923415
2005/12/2,869.936,875.825,866.374,872.93,849202059
2005/12/5,859.61,869.427,858.859,869.427,1028689689
2005/12/6,866.075,867.187,855.715,858.108,1030351365
2005/12/7,873.838,873.999,865.017,865.724,984295499
2005/12/8,874.056,877.97,870.122,874.132,1025917366
2005/12/9,887.358,887.568,871.261,873.693,1271952575
2005/12/12,888.518,890.694,884.256,887.064,1069927987
2005/12/13,889.101,889.221,880.743,887.996,1054723734
2005/12/14,898.153,899.011,884.368,888.604,1386837599
2005/12/15,896.434,904.012,895.168,898.382,1625978156
2005/12/16,902.561,902.747,894.099,895.827,1145210671
2005/12/19,902.91,904.472,898.794,902.049,993632645
2005/12/20,907.318,907.318,899.662,902.746,1029465843
2005/12/21,903.144,910.933,902.114,907.053,1027397532
2005/12/22,908.754,909.061,900.664,902.371,894702543
2005/12/23,915.89,915.89,908.514,908.96,1190699809
2005/12/26,922.378,925.005,916.409,916.668,1534264931
2005/12/27,919.36,922.439,916.005,922.439,1205035824
2005/12/28,920.919,920.984,915.116,919.051,1213103150
2005/12/29,932.031,932.031,921.144,921.144,1725495871
2005/12/30,923.451,933.999,921.834,933.45,1560025063
2006/1/4,941.428,941.428,926.412,926.559,2112689900
2006/1/5,959.134,959.625,942.308,943.85,2731174300
2006/1/6,970.032,975.628,956.04,961.915,3028636800
2006/1/9,975.253,976.273,966.053,971.089,2432955200
2006/1/10,978.154,978.277,964.43,975.282,2273530200
2006/1/11,973.477,983.39,963.394,977.644,2652413800
2006/1/12,983.716,984.076,968.538,972.389,2189668000
2006/1/13,978.809,988.111,973.685,985.039,2228186100
2006/1/16,961.439,977.886,960.879,977.886,2030521500
2006/1/17,964.29,965.984,952.234,959.395,1603727600
2006/1/18,983.622,984.672,963.077,964.16,2082351800
2006/1/19,991.222,992.272,978.278,985.232,2645560900
2006/1/20,993.34,994.5,987.06,991.572,2614706200
2006/1/23,996.162,997.332,989.342,993.744,2254601900
2006/1/24,999.093,1006.146,993.394,997.791,2419799100
2006/1/25,1009.597,1009.648,989.514,998.828,2180075800
2006/2/6,1033.234,1033.354,1012.807,1013.425,2503877100
2006/2/7,1029.937,1038.501,1019.936,1034.678,3295478700
2006/2/8,1033.072,1033.399,1022.937,1028.445,2698672900
2006/2/9,1019.599,1033.192,1017.047,1033.192,2383960100
2006/2/10,1032.337,1032.598,1018.482,1019.416,2202445300
2006/2/13,1031.614,1034.642,1021.839,1034.381,2215729800
2006/2/14,1038.531,1038.81,1030.461,1032.645,1855622000
2006/2/15,1041.66,1048.344,1038.744,1040.332,2478462800
2006/2/16,1020.121,1041.665,1019.21,1041.665,2615989200
2006/2/17,1020.368,1028.574,1015.992,1020.063,2102687500
2006/2/20,1021.639,1030.052,1020.015,1020.74,1881888300
2006/2/21,1038.816,1038.937,1014.663,1020.977,2367803900
2006/2/22,1037.885,1046.45,1036.38,1039.649,2538070400
2006/2/23,1041.373,1041.592,1029.248,1038.253,1978503700
2006/2/24,1049.444,1049.688,1041.97,1041.97,1967610400
2006/2/27,1047.845,1057.223,1045.967,1055.947,2287209900
2006/2/28,1053.01,1053.72,1033.661,1046.713,1935326700
2006/3/1,1056.619,1057.693,1049.642,1051.759,1942573000
2006/3/2,1038.666,1056.053,1034.68,1055.858,2487786100
2006/3/3,1041.677,1043.422,1029.561,1037.988,2120053900
2006/3/6,1038.873,1044.417,1036.108,1041.659,1787096300
2006/3/7,1014.973,1037.976,1013.142,1037.928,1933651600
2006/3/8,1009.271,1014.965,999.931,1012.578,1746305500
2006/3/9,1004.344,1010.91,1002.196,1006.965,1273509900
2006/3/10,1008.897,1011.762,1004.688,1004.747,1188798300
2006/3/13,1019.864,1020.876,1008.513,1008.803,1176591100
2006/3/14,1018.272,1021.651,1012.112,1020.468,1134803000
2006/3/15,1028.958,1028.965,1017.081,1018.154,1484206800
2006/3/16,1027.616,1029.805,1025.523,1028.96,1478433900
2006/3/17,1024.015,1029.559,1021.081,1027.637,1500192400
2006/3/20,1037.659,1037.908,1019.647,1024.502,1538991200
2006/3/21,1040.757,1047.051,1036.235,1037.949,1907766200
2006/3/22,1047.666,1047.939,1036.706,1041.138,1864057500
2006/3/23,1048.537,1049.325,1042.825,1047.349,2046788500
2006/3/24,1042.601,1051.757,1041.231,1049.122,2009823700
2006/3/27,1050.707,1050.707,1037.076,1042.629,1713407000
2006/3/28,1055.982,1056.516,1048.636,1050.068,2227399900
2006/3/29,1065.294,1074.038,1057.678,1058.738,3052634500
2006/3/30,1055.634,1067.99,1055.137,1065.843,2201249400
2006/3/31,1061.088,1061.473,1050.222,1053.854,2227619000
2006/4/3,1079.322,1079.366,1061.962,1061.962,2772976100
2006/4/4,1089.371,1089.371,1076.198,1080.857,3114875700
2006/4/5,1099.97,1100.558,1089.549,1091.175,3293691400
2006/4/6,1103.237,1109.683,1097.316,1102.543,3616704900
2006/4/7,1103.154,1105.104,1091.894,1102.944,3257086000
2006/4/10,1117.91,1118.082,1100.69,1104.321,3206752000
2006/4/11,1123.308,1126.089,1112.007,1120.163,3560752000
2006/4/12,1117.073,1123.782,1116.149,1123.782,3033384500
2006/4/13,1093.925,1122.394,1093.508,1116.837,3382414600
2006/4/14,1118.607,1118.665,1091.673,1091.689,3352796200
2006/4/17,1124.414,1129.154,1114.527,1120.186,3570454800
2006/4/18,1131.281,1135.448,1119.271,1127.506,3231722300
2006/4/19,1138.241,1140.407,1125.204,1135.614,3432289800
2006/4/20,1134.381,1142.538,1127.09,1139.642,3788565100
2006/4/21,1149.158,1152.888,1127.648,1133.205,4077291000
2006/4/24,1142.698,1160.579,1135.751,1156.908,4593621900
2006/4/25,1141.93,1149.544,1123.099,1139.495,3861112500
2006/4/26,1155.726,1162.021,1142.074,1142.902,4182430100
2006/4/27,1155.268,1159.898,1145.26,1157.379,3198045100
2006/4/28,1172.347,1173.88,1133.193,1143.587,4080185800
2006/5/8,1218.445,1218.859,1179.581,1179.581,4491282100
2006/5/9,1251.611,1252.759,1222.679,1226.315,5599386100
2006/5/10,1265.933,1273.684,1243.472,1257.984,5566704300
2006/5/11,1255.035,1294.868,1254.348,1267.219,6113372500
2006/5/12,1296.257,1296.379,1252.677,1255.234,5492033100
2006/5/15,1352.155,1352.412,1301.797,1312.137,7353400500
2006/5/16,1331.127,1387.397,1322.136,1368.134,7965817000
2006/5/17,1335.523,1356.132,1306.871,1331.686,6182328700
2006/5/18,1331.201,1340.523,1301.109,1322.652,5205636300
2006/5/19,1366.097,1371.222,1329.317,1334.069,6712386900
2006/5/22,1373.674,1387.571,1360.348,1366.316,6626217200
2006/5/23,1317.654,1365.1,1316.549,1365.1,5687238800
2006/5/24,1308.242,1351.308,1277.332,1325.683,5117663200
2006/5/25,1307.697,1316.475,1285.728,1304.695,3404643600
2006/5/26,1331.02,1331.452,1309.46,1312.236,3638566500
2006/5/29,1366.292,1366.843,1330.628,1339.896,4448001100
2006/5/30,1378.756,1384.684,1360.548,1375.298,4476102700
2006/5/31,1365.451,1386.942,1355.007,1377.449,4733588300
2006/6/1,1402.879,1403.265,1362.936,1364.178,5349345300
2006/6/2,1390.116,1411.78,1382.004,1406.617,6410916200
2006/6/5,1403.163,1403.304,1362.723,1391.461,5510181900
2006/6/6,1399.142,1413.108,1391.895,1400.267,4683527800
2006/6/7,1320.233,1398.184,1319.698,1398.184,5204764700
2006/6/8,1325.979,1331.885,1286.899,1309.07,4567750900
2006/6/9,1294.185,1329.835,1293.046,1320.813,3739262300
2006/6/12,1297.67,1308.121,1275.399,1283.827,2503333100
2006/6/13,1298.276,1312.132,1284.62,1296.408,2782303100
2006/6/14,1283.88,1291.69,1269.516,1291.69,2880166100
2006/6/15,1285.385,1300.111,1280.501,1283.721,2324130200
2006/6/16,1318.01,1318.019,1290.003,1290.003,2840803200
2006/6/19,1334.893,1341.99,1294.904,1306.263,3072625800
2006/6/20,1338.223,1341.244,1323.784,1333.619,2779705800
2006/6/21,1333.532,1347.002,1320.411,1336.842,3244547900
2006/6/22,1331.553,1341.73,1326.146,1331.926,2595315700
2006/6/23,1339.446,1340.266,1319.506,1329.106,2565164400
2006/6/26,1363.413,1363.569,1341.609,1341.609,2959592000
2006/6/27,1363.896,1368.411,1354.088,1365.043,2645473400
2006/6/28,1362.885,1366.338,1353.633,1361.792,2579165700
2006/6/29,1395.124,1395.243,1365.252,1365.252,4243920100
2006/6/30,1393.963,1408.791,1384.991,1402.595,3839674500
2006/7/3,1420.328,1420.328,1393.923,1398.736,3829738500
2006/7/4,1411.013,1426.098,1401.148,1423.078,4274980300
2006/7/5,1393.009,1409.901,1377.22,1409.901,3344600500
2006/7/6,1418.675,1418.76,1390.193,1391.638,3248073400
2006/7/7,1410.429,1426.397,1405.989,1423.718,3355617600
2006/7/10,1412.124,1413.576,1397.441,1410.496,2760736900
2006/7/11,1418.575,1418.816,1406.496,1414.136,2853737900
2006/7/12,1419.199,1430.944,1416.739,1419.073,3629341700
2006/7/13,1346.088,1418.135,1344.155,1415.875,4897067300
2006/7/14,1357.129,1367.743,1327.587,1333.743,3265910500
2006/7/17,1372.254,1372.254,1348.432,1354.137,2420555200
2006/7/18,1373.416,1373.588,1359.909,1370.896,2272454400
2006/7/19,1336.644,1370.287,1330.284,1370.287,2522764700
2006/7/20,1345.194,1346.848,1329.176,1335.412,1845062100
2006/7/21,1356.033,1357.341,1344.57,1344.601,2039364800
2006/7/24,1358.122,1359.558,1327.901,1340.279,1996619000
2006/7/25,1374.17,1378.843,1359.323,1359.323,2202350900
2006/7/26,1371.295,1380.796,1367.046,1377.784,1963344200
2006/7/27,1355.545,1379.253,1347.285,1370.749,2381875500
2006/7/28,1341.393,1359.744,1327.663,1354.919,2155750500
2006/7/31,1294.328,1338.039,1293.531,1338.039,2218121100
2006/8/1,1282.057,1302.889,1278.544,1292.709,1744388700
2006/8/2,1275.088,1288.612,1258.008,1281.889,1781328400
2006/8/3,1271.744,1281.79,1261.695,1277.632,1294047300
2006/8/4,1241.908,1278.246,1239.384,1272.362,1605362800
2006/8/7,1224.102,1241.849,1221.989,1233.488,1511651900
2006/8/8,1252.386,1252.386,1225.04,1225.04,1425048100
2006/8/9,1251.298,1258.206,1245.388,1254.374,1285947400
2006/8/10,1271.473,1271.473,1251.081,1251.163,1769900600
2006/8/11,1275.654,1277.968,1265.52,1273.266,1530322700
2006/8/14,1245.721,1279.308,1241.954,1275.139,1644446900
2006/8/15,1265.863,1265.863,1239.905,1243.16,1431936000
2006/8/16,1283.567,1283.567,1262.537,1266.821,2080274300
2006/8/17,1271.627,1280.284,1263.931,1280.284,1545790400
2006/8/18,1267.866,1280.829,1265.818,1270.225,1396452400
2006/8/21,1270.562,1270.667,1229.165,1235.426,1506476600
2006/8/22,1285.268,1289.019,1269.102,1270.103,1720094200
2006/8/23,1285.68,1294.825,1282.841,1284.817,1909287500
2006/8/24,1292.401,1292.401,1274.556,1284.835,1508130600
2006/8/25,1295.437,1301.753,1292.451,1293.502,1855793700
2006/8/28,1325.894,1325.894,1298.357,1298.464,2618329000
2006/8/29,1330.155,1349.201,1327.002,1328.611,3176637600
2006/8/30,1334.671,1336.392,1319.823,1328.37,2113994900
2006/8/31,1338.694,1342.79,1331.287,1335.588,2318827400
2006/9/1,1318.099,1340.125,1314.567,1339.309,2503368800
2006/9/4,1337.243,1337.243,1315.61,1315.707,2109534000
2006/9/5,1340.682,1345.708,1334.723,1339.59,2686811000
2006/9/6,1346.367,1346.367,1331.852,1341.403,2315311200
2006/9/7,1328.377,1348.278,1323.977,1348.174,2188644900
2006/9/8,1332.153,1334.728,1326.246,1327.555,1723027300
2006/9/11,1338.755,1338.755,1319.21,1331.89,2094726600
2006/9/12,1347.639,1350.527,1337.302,1338.815,2730189100
2006/9/13,1338.386,1356.856,1337.461,1348.849,3282119100
2006/9/14,1338.278,1345.59,1323.801,1338.35,2221728400
2006/9/15,1362.322,1362.404,1338.143,1338.409,3605714800
2006/9/18,1375.563,1375.581,1362.143,1367.645,3145485100
2006/9/19,1378.309,1385.619,1371.43,1377.716,2664830100
2006/9/20,1378.459,1381.812,1365.717,1376.118,2344588000
2006/9/21,1387.37,1390.621,1378.456,1378.456,2609412100
2006/9/22,1374.852,1393.53,1373.945,1389.867,2826504200
2006/9/25,1372.399,1383.767,1361.606,1372.808,2458478000
2006/9/26,1357.646,1371.582,1351.18,1370.856,1970327800
2006/9/27,1371.117,1371.117,1355.393,1357.275,1758032300
2006/9/28,1387.002,1389.555,1369.398,1372.134,2168779200
2006/9/29,1403.265,1405.563,1389.038,1389.075,2716674200
2006/10/9,1436.074,1436.074,1418.207,1420.362,3919186200
2006/10/10,1437.245,1443.497,1426.969,1437.689,3840048600
2006/10/11,1435.906,1440.207,1421.808,1436.681,3161798700
2006/10/12,1426.5,1438.802,1423.629,1436.198,3795623700
2006/10/13,1430.882,1436.102,1420.959,1424.301,2829515600
2006/10/16,1418.517,1434.532,1415.49,1432.306,2849218600
2006/10/17,1414.448,1426.292,1410.674,1416.949,2422440300
2006/10/18,1437.593,1437.593,1413.55,1413.906,2429030800
2006/10/19,1439.377,1445.617,1433.938,1438.842,2382026700
2006/10/20,1440.182,1447.951,1436.653,1440.668,2656014300
2006/10/23,1408.715,1444.915,1403.008,1439.54,2895037700
2006/10/24,1440.054,1440.054,1408.578,1408.578,2618997200
2006/10/25,1446.825,1459.731,1434.806,1443.108,3220489500
2006/10/26,1456.095,1457.373,1435.279,1447.088,3846636200
2006/10/27,1439.05,1460.455,1433.355,1455.978,3737930400
2006/10/30,1446.239,1446.239,1428.334,1436.66,3532045200
2006/10/31,1464.473,1464.478,1447.055,1447.055,3695228300
2006/11/1,1479.409,1479.409,1461.316,1465.667,3892692500
2006/11/2,1479.656,1480.551,1464.598,1480.551,4237313600
2006/11/3,1488.291,1497.466,1480.77,1481.582,3937202700
2006/11/6,1507.891,1507.972,1472.001,1477.44,4203351000
2006/11/7,1516.104,1516.803,1491.33,1512.649,4303832800
2006/11/8,1498.173,1513.037,1497.009,1512.362,2872240500
2006/11/9,1524.714,1527.377,1489.199,1491.801,3403013300
2006/11/10,1504.062,1535.196,1493.197,1525.226,5392286700
2006/11/13,1475.779,1512.95,1465.629,1498.064,4165330100
2006/11/14,1493.776,1493.877,1453.259,1475.445,3630788500
2006/11/15,1534.762,1534.849,1490.868,1494.114,4058921600
2006/11/16,1533.288,1558.406,1531.289,1540.258,5776094800
2006/11/17,1562.084,1562.236,1521.549,1528.007,4444619100
2006/11/20,1593.158,1593.189,1567.344,1567.344,5341235900
2006/11/21,1612.249,1612.46,1568.95,1591.47,4860184200
2006/11/22,1624.028,1639.414,1600.383,1610.049,5706549500
2006/11/23,1634.914,1642.808,1618.043,1623.714,5136067900
2006/11/24,1636.58,1640.752,1611.547,1629.894,4971209600
2006/11/27,1651.801,1651.801,1627.919,1632.659,4726727000
2006/11/28,1644.014,1656.188,1629.825,1649.681,4476291600
2006/11/29,1667.142,1672.909,1604.815,1617.69,4557841100
2006/11/30,1714.358,1714.493,1671.665,1671.665,6021608800
2006/12/1,1729.224,1741.804,1715.786,1719.278,5841358100
2006/12/4,1780.736,1780.801,1731.897,1731.897,7143433300
2006/12/5,1794.231,1811.658,1777.432,1785.443,6720257600
2006/12/6,1779.411,1806.645,1717.722,1794.256,8127670000
2006/12/7,1775.714,1820.719,1770.569,1774.185,8048750200
2006/12/8,1711.584,1772.162,1710.001,1752.771,6625774600
