Time,Close,High,Low,Open,Volume
2008/10/22,1833.323,1887.305,1832.446,1854.6,3296857200
2008/10/23,1834.78,1836.413,1779.134,1794.681,3575865400
2008/10/24,1781.598,1840.884,1769.11,1831.463,3298066800
2008/10/27,1654.671,1746.668,1652.792,1746.668,3644184700
2008/10/28,1705.82,1716.306,1607.674,1614.616,4679280400
2008/10/29,1658.223,1731.256,1657.653,1723.234,3886948800
2008/10/30,1697.656,1723.929,1646.345,1669.968,4128429200
2008/10/31,1663.66,1696.647,1655.088,1688.09,2831453400
2008/11/3,1653.542,1684.559,1643.418,1648.556,2538109700
2008/11/4,1627.759,1648.451,1606.731,1646.201,2610016500
2008/11/5,1691.42,1714.661,1641.264,1641.264,4241821000
2008/11/6,1649.776,1661.441,1638.344,1648.127,3078417900
2008/11/7,1677.827,1690.105,1612.739,1618.753,3152159000
2008/11/10,1801.665,1803.119,1714.123,1714.123,6394885900
2008/11/11,1781.361,1824.929,1778.332,1795.301,6607285100
2008/11/12,1801.823,1806.23,1754.288,1758.479,4408796000
2008/11/13,1874.082,1891.942,1765.635,1777.031,8323455200
2008/11/14,1943.654,1943.654,1874.932,1893.309,9116871700
2008/11/17,1987.225,1987.225,1919.967,1934.737,8783662600
2008/11/18,1839.819,1994.82,1831.757,1974.378,9727835300
2008/11/19,1953.163,1959.522,1823.273,1831.597,8211740800
2008/11/20,1932.428,1976.95,1900.268,1916.7,8318703800
2008/11/21,1920.735,1968.892,1835.086,1872.265,8304932900
2008/11/24,1837.642,1923.933,1835.863,1913.993,5056151700
2008/11/25,1834.294,1883.104,1801.56,1870.055,4281459000
2008/11/26,1843.495,1865.652,1815.015,1832.114,4556563500
2008/11/27,1870.473,1969.024,1870.045,1961.891,8800832200
2008/11/28,1829.924,1866.256,1815.447,1851.103,5159066000
2008/12/1,1864.205,1864.3,1799.839,1823.769,4838633300
2008/12/2,1868.631,1891.133,1814.903,1821.543,6135023500
2008/12/3,1952.668,1952.668,1884.601,1884.601,8501914400
2008/12/4,1982.928,2046.473,1978.141,1980.445,11918344100
2008/12/5,2013.175,2014.197,1965.089,1969.741,7436632600
2008/12/8,2095.036,2095.465,2033.978,2040.474,10760713100
2008/12/9,2040.847,2107.599,2038.072,2104.124,9250981400
2008/12/10,2096.393,2096.393,2014.283,2028.514,8327106200
2008/12/11,2046.337,2107.292,2043.62,2087.43,7355623600
2008/12/12,1960.38,2038.185,1936.28,2027.069,6738726600
2008/12/15,1975.034,2006.225,1941.054,1991.551,5045109600
2008/12/16,1994.45,1994.959,1919.869,1956.995,4792487800
2008/12/17,2001.42,2030.388,1995.65,2002.029,5868515000
2008/12/18,2045.102,2045.945,1982.428,2001.048,5842922400
2008/12/19,2052.114,2075.384,2033.112,2037.369,6331122700
2008/12/22,2017.549,2055.366,1993.326,2050.77,5294946400
2008/12/23,1918.955,2019.231,1918.432,2019.231,6359046400
2008/12/24,1887.075,1912.775,1872.647,1893.225,4420183100
2008/12/25,1870.765,1902.714,1848.708,1891.526,3991683400
2008/12/26,1862.096,1881.077,1850.502,1868.344,3456088800
2008/12/29,1854.757,1861.302,1816.059,1852.413,3598687300
2008/12/30,1833.435,1867.408,1824.528,1852.949,3758462700
2008/12/31,1817.722,1844.416,1813.726,1835.105,3563135500
2009/1/5,1882.959,1882.959,1837.839,1848.326,4818702000
2009/1/6,1942.795,1948.489,1873.011,1880.672,7097409700
2009/1/7,1931.178,1959.246,1930.868,1942.671,5970216700
2009/1/8,1887.991,1902.796,1873.648,1894.664,5344649000
2009/1/9,1918.365,1923.423,1886.488,1886.488,4740721600
2009/1/12,1920.687,1947.083,1905.617,1911.736,5423415600
2009/1/13,1876.185,1908.196,1874.974,1892.655,4981813700
2009/1/14,1955.244,1955.244,1873.626,1873.626,5928323100
2009/1/15,1954.874,1977.191,1930.295,1935.386,7894364800
2009/1/16,1990.214,2026.647,1965.44,1965.44,9653863300
2009/1/19,2012.465,2052.19,1993.95,2010.579,8194817700
2009/1/20,2025.19,2025.19,1986.061,2006.525,5325926200
2009/1/21,2021.71,2047.105,1988.241,1993.67,6411742800
2009/1/22,2044.551,2048.484,2012.738,2034.286,5886194700
2009/1/23,2032.682,2054.326,2025.188,2039.522,5750410900
2009/2/2,2057.063,2059.338,2029.717,2052.439,5145390600
2009/2/3,2108.91,2108.944,2049.889,2056.795,8764030200
2009/2/4,2166.414,2166.414,2117.024,2118.563,10088842800
2009/2/5,2150.971,2211.179,2135.67,2164.546,11510012200
2009/2/6,2237.28,2240.021,2158.084,2158.084,10666490400
2009/2/9,2296.672,2307.907,2257.49,2271.593,12952367000
2009/2/10,2326.755,2327.1,2263.532,2288.071,11629454800
2009/2/11,2331.138,2381.193,2275.574,2287.232,14757663700
2009/2/12,2318.343,2344.659,2248.484,2335.401,11982621800
2009/2/13,2399.065,2402.436,2307.09,2321.56,14040991000
2009/2/16,2462.245,2462.389,2397.181,2421.187,15234666900
2009/2/17,2385.293,2470.623,2384.787,2460.569,14101499100
2009/2/18,2275.843,2369.053,2272.505,2331.662,11542206200
2009/2/19,2298.412,2324.675,2259.593,2295.653,9085392800
2009/2/20,2344.32,2344.77,2276.298,2300.806,8663206900
2009/2/23,2410.481,2419.533,2307.921,2333.809,10946540300
2009/2/24,2301.849,2411.906,2294.522,2376.697,12701755500
2009/2/25,2304.251,2337.423,2226.444,2325.039,10787752800
2009/2/26,2190.185,2332.346,2167.149,2295.426,10220038500
2009/2/27,2140.489,2186.819,2117.061,2164.54,8707641500
2009/3/2,2164.666,2177.294,2112.336,2123.367,6274618100
2009/3/3,2142.154,2168.222,2100.644,2109.841,6616731400
2009/3/4,2285.149,2290.94,2150.239,2150.239,11075003300
2009/3/5,2304.919,2340.371,2259.8,2314.079,13198734700
2009/3/6,2286.576,2313.2,2255.818,2260.756,8596545000
2009/3/9,2202.527,2333.98,2198.545,2302.011,8655594800
2009/3/10,2240.782,2241.238,2168.324,2175.306,5666044900
2009/3/11,2220.38,2292.396,2212.882,2288.053,7083867600
2009/3/12,2215.7,2220.303,2156.598,2208.041,5570011100
2009/3/13,2205.422,2250.239,2200.974,2229.25,5408309400
2009/3/16,2241.614,2247.11,2180.051,2197.248,4877385400
2009/3/17,2322.403,2329.298,2239.668,2244.11,9298052800
2009/3/18,2332.652,2370.558,2328.856,2335.417,10187007100
2009/3/19,2382.564,2386.228,2331.259,2337.524,9731876600
2009/3/20,2379.838,2397.207,2343.269,2389.892,10939673800
2009/3/23,2439.395,2448.351,2375.522,2384.67,11631304900
2009/3/24,2451.783,2483.833,2440.527,2477.567,11199352500
2009/3/25,2401.327,2472.938,2401.052,2435.633,9581666000
2009/3/26,2479.789,2479.826,2379.951,2407.762,11324945200
2009/3/27,2498.931,2516.384,2481.687,2500.998,13536854600
2009/3/30,2484.487,2508.138,2471.367,2501.312,9415166500
2009/3/31,2507.789,2507.899,2423.571,2436.778,9546175200
2009/4/1,2548.222,2566.536,2519.886,2519.886,12630762500
2009/4/2,2576.4,2599.252,2558.264,2558.768,13514680600
2009/4/3,2570.503,2612.37,2555.615,2597.916,12365521600
2009/4/7,2576.95,2597.062,2543.646,2570.625,8608325700
2009/4/8,2479.348,2573.093,2479.348,2563.722,9932809400
2009/4/9,2517.669,2517.741,2457.423,2477.419,7459370300
2009/4/10,2595.53,2595.598,2530.622,2540.108,10414440800
2009/4/13,2656.518,2668.282,2619.372,2621.979,13901454100
2009/4/14,2676.872,2682.908,2637.383,2651.197,11049130400
2009/4/15,2686.99,2690.642,2627.808,2662.728,12066529200
2009/4/16,2687.106,2706.625,2643.316,2690.515,12372961300
2009/4/17,2650.691,2693.291,2628.625,2675.668,10152880800
2009/4/20,2707.667,2708.452,2640.989,2643.726,9590369400
2009/4/21,2675.442,2697.719,2634.529,2670.277,10818525200
2009/4/22,2576.281,2713.305,2563.361,2687.857,12404641300
2009/4/23,2593.564,2604.162,2543.907,2555.527,8088794200
2009/4/24,2572.888,2609.874,2570.379,2605.703,7336096900
2009/4/27,2513.292,2576.519,2499.442,2566.92,7203939000
2009/4/28,2518.531,2531.544,2485.802,2490.526,5926498300
2009/4/29,2605.37,2615.81,2514.141,2518.854,8188500600
2009/4/30,2622.926,2640.017,2604.452,2616.485,8580934800
2009/5/4,2714.301,2715.189,2632.303,2635.129,10291656500
2009/5/5,2727.014,2751.252,2713.234,2733.107,10231372200
2009/5/6,2764.979,2771.206,2713.539,2721.817,10580665000
2009/5/7,2767.076,2797.474,2731.799,2783.577,12210116100
2009/5/8,2789.219,2800.223,2733.332,2751.499,10672498800
2009/5/11,2725.316,2839.609,2725.267,2808.139,12536445200
2009/5/12,2788.562,2788.612,2699.954,2702.742,8869594200
2009/5/13,2814.005,2822.711,2775.572,2792.42,10711285600
2009/5/14,2792.597,2804.477,2757.545,2781.048,8263932900
2009/5/15,2796.116,2815.456,2773.322,2800.571,6493143100
2009/5/18,2810.573,2813.757,2740.92,2782.585,7483578600
2009/5/19,2840.084,2849.629,2821.951,2836.337,9770361700
2009/5/20,2812.865,2849.635,2812.599,2843.545,8793921500
2009/5/21,2750.01,2808.287,2735.767,2795.828,8553539400
2009/5/22,2740.677,2762.741,2719.121,2733.017,6149901200
2009/5/25,2752.716,2761.387,2675.285,2684.213,7409167100
2009/5/26,2719.764,2762.809,2718.555,2757.31,7231601200
2009/5/27,2759.712,2768.568,2715.823,2734.418,6797664500
2009/6/1,2858.342,2864.471,2798.927,2798.927,10856488300
2009/6/2,2865.099,2892.781,2855.059,2878.528,10833839700
2009/6/3,2939.387,2939.387,2864.709,2865.732,11207331000
2009/6/4,2953.751,2961.04,2899.668,2924.267,13012771000
2009/6/5,2939.306,2975.175,2937.18,2966.065,10847632400
2009/6/8,2948.478,2978.233,2912.487,2937.635,9611636600
2009/6/9,2960.556,2960.902,2892.718,2948.949,9198988600
2009/6/10,2989.595,2995.699,2966.585,2972.423,10179003900
2009/6/11,2961.629,3000.857,2951.273,2982.969,8711599700
2009/6/12,2906.286,2976.864,2883.318,2955.569,8006706700
2009/6/15,2966.192,2967.099,2898.067,2911.423,7435209000
2009/6/16,2961.22,2979.413,2929.041,2936.508,7017924200
2009/6/17,3010.588,3017.409,2930.494,2957.576,7729311800
2009/6/18,3057.428,3061.747,3014.437,3014.437,9628131600
2009/6/19,3080.001,3086.72,3047.27,3061.903,10251806900
2009/6/22,3082.563,3116.155,3072.534,3106.387,10395258300
2009/6/23,3083.895,3128.527,3028.454,3036.404,11150673400
2009/6/24,3120.73,3121.207,3068.242,3079.495,10942431300
2009/6/25,3117.921,3141.166,3103.871,3125.662,8280688700
2009/6/26,3128.421,3137.082,3109.316,3126.228,7050090800
2009/6/29,3179.972,3182.415,3122.164,3132.113,8499707500
2009/6/30,3166.474,3195.716,3159.626,3191.641,8678234700
2009/7/1,3237.903,3238.792,3150.654,3153.537,9695056500
2009/7/2,3282.359,3285.093,3247.573,3248.204,11298929400
2009/7/3,3327.135,3327.669,3249.11,3254.93,10573259200
2009/7/6,3374.753,3378.055,3333.096,3333.096,13526404900
2009/7/7,3340.493,3393.224,3327.354,3368.33,12960079900
2009/7/8,3352.269,3368.066,3261.32,3306.428,11386759200
2009/7/9,3396.304,3396.483,3334.68,3348.221,11308152300
2009/7/10,3398.31,3428.029,3375.965,3398.911,10617491200
2009/7/13,3361.011,3403.74,3358.518,3382.574,9961965100
2009/7/14,3454.753,3454.753,3375.873,3375.873,10752042500
2009/7/15,3493.305,3497.508,3467.132,3467.132,13348300200
2009/7/16,3501.24,3543.019,3489.562,3516.778,12931332900
2009/7/17,3519.809,3527.465,3482.871,3499.51,10654970400
2009/7/20,3591.123,3594.872,3515.534,3532.519,13646853900
2009/7/21,3539.832,3610.326,3533.162,3603.402,13060096100
2009/7/22,3606.924,3607.371,3532.384,3532.632,11523854600
2009/7/23,3651.969,3653.837,3596.364,3613.598,11638160900
2009/7/24,3667.556,3687.493,3591.88,3672.206,12797935200
2009/7/27,3743.626,3744.242,3669.508,3680.15,13880804000
2009/7/28,3755.818,3756.782,3705.045,3745.549,14626788500
2009/7/29,3558.508,3765.59,3453.641,3741.784,16740612600
2009/7/30,3634.818,3656.922,3511.291,3587.047,13496887900
2009/7/31,3734.622,3735.804,3635.548,3670.191,13223983400
2009/8/3,3787.033,3789.935,3716.573,3754.218,13641589900
2009/8/4,3786.615,3803.061,3712.431,3803.061,14103573900
2009/8/5,3740.936,3789.127,3691.976,3781.401,13344445300
2009/8/6,3663.12,3739.578,3602.575,3707.907,11810152500
2009/8/7,3555.095,3686.543,3539.697,3655.462,10057575100
2009/8/10,3544.539,3613.457,3485.364,3589.716,8487068100
2009/8/11,3556.375,3569.15,3509.717,3558.645,6449719700
2009/8/12,3397.4,3546.5,3390.361,3546.5,9253538600
2009/8/13,3440.82,3448.862,3338.848,3398.889,8708180000
2009/8/14,3344.462,3454.945,3334.729,3437.951,8824862700
2009/8/17,3140.271,3319.804,3137.477,3283.436,9172390200
2009/8/18,3171.986,3186.815,3083.203,3110.708,7734303500
2009/8/19,3014.568,3183.007,2982.222,3178.281,8160402000
2009/8/20,3144.39,3146.568,3021.251,3021.251,7951921600
2009/8/21,3203.624,3221.166,3113.704,3135.373,8661680500
2009/8/24,3229.6,3241.524,3178.856,3222.397,8041406800
2009/8/25,3109.83,3210.851,3019.119,3210.851,9753013900
2009/8/26,3172.386,3203.786,3065.463,3082.68,8203640400
2009/8/27,3156.301,3212.27,3116.894,3149.566,8012520100
2009/8/28,3046.781,3168.191,3030.731,3152.037,8401794600
2009/8/31,2830.271,3003.543,2825.767,3003.543,8451731100
2009/9/1,2843.7,2901.277,2795.486,2804.584,7053530600
2009/9/2,2890.926,2904.786,2813.618,2824.641,6084338600
2009/9/3,3051.964,3059.987,2892.649,2898.449,9315744700
2009/9/4,3077.142,3099.385,3038.99,3055.347,8698471500
2009/9/7,3104.208,3153.227,3078.126,3097.789,8279074000
2009/9/8,3170.967,3170.967,3047.3,3084.199,8396563400
2009/9/9,3194.909,3207.388,3143.739,3188.311,9119115500
2009/9/10,3162.914,3204.124,3150.172,3179.187,6656600700
2009/9/11,3238.133,3253.452,3152.689,3152.815,8068966000
2009/9/14,3293.394,3298.905,3240.534,3248.348,8739388300
2009/9/15,3302.642,3325.743,3264.949,3298.81,8709217700
2009/9/16,3258.236,3296.94,3212.445,3290.387,8824448100
2009/9/17,3320.096,3329.116,3274.582,3274.582,9133340400
2009/9/18,3199.689,3330.432,3170.962,3325.061,10048840400
2009/9/21,3208.604,3210.643,3090.607,3163.512,7280197400
2009/9/22,3131.026,3237.217,3131.016,3196.009,7342510100
2009/9/23,3060.069,3159.173,3041.415,3130.142,6601371600
2009/9/24,3080.926,3122.055,2989.236,3041.82,6515210200
2009/9/25,3058.528,3090.069,3028.407,3057.106,4582049200
2009/9/28,2972.643,3088.081,2959.744,3066.368,4191835200
2009/9/29,2972.286,2998.55,2923.926,2975.531,4593235200
2009/9/30,3004.805,3033.738,2988.292,2992.98,4218452400
2009/10/9,3163.708,3164.031,3071.27,3078.753,5687104000
2009/10/12,3151.632,3193.59,3151.256,3181.581,5896196000
2009/10/13,3198.517,3199.921,3140.498,3144.022,5071370400
2009/10/14,3227.399,3276.553,3204.314,3209.065,8097812000
2009/10/15,3239.643,3287.628,3227.088,3258.546,6056201000
2009/10/16,3241.709,3268.425,3188.434,3250.102,5563625500
2009/10/19,3329.158,3330.789,3231.807,3238.848,7768314300
2009/10/20,3377.574,3379.63,3343.018,3355.358,8942627800
2009/10/21,3369.285,3414.657,3358.55,3375.027,8348894000
2009/10/22,3347.32,3381.145,3341.415,3364.145,6093658300
2009/10/23,3413.252,3436.391,3354.984,3354.984,8672542900
2009/10/26,3414.239,3432.895,3385.44,3421.696,6844252400
2009/10/27,3314.722,3392.102,3314.323,3384.294,7420955100
2009/10/28,3329.327,3337.167,3258.274,3303.773,6259484900
2009/10/29,3247.051,3291.18,3239.005,3265.186,6130535400
2009/10/30,3280.372,3329.54,3276.318,3305.376,6064706200
2009/11/2,3392.803,3394.724,3198.309,3205.835,8198115800
2009/11/3,3435.425,3447.481,3397.255,3402.528,8379109800
2009/11/4,3453.888,3476.34,3415.216,3443.517,8606527300
2009/11/5,3464.318,3471.83,3432.26,3458.865,8064778400
2009/11/6,3483.021,3506.027,3474.364,3491.075,9219031500
2009/11/9,3495.788,3495.887,3452.614,3487.107,7805090400
2009/11/10,3503.776,3532.186,3501.499,3520.395,8430098700
2009/11/11,3495.674,3514.829,3468.859,3500.586,7262632100
2009/11/12,3499.992,3529.061,3487.68,3506.952,7996266100
2009/11/13,3518.722,3518.894,3445.36,3489.538,9121017100
2009/11/16,3625.798,3625.887,3541.053,3541.053,12315732300
2009/11/17,3628.354,3649.422,3619.986,3644.962,9739136800
2009/11/18,3630.229,3652.809,3612.794,3633.851,8922628300
2009/11/19,3642.437,3653.899,3604.612,3638.073,9494009500
2009/11/20,3631.013,3658.214,3597.306,3630.576,9475075100
2009/11/23,3665.509,3666.27,3628.195,3636.529,9399094100
2009/11/24,3548.08,3698.129,3538.858,3680.746,14756682200
2009/11/25,3629.629,3630.301,3508.057,3541.512,11460232900
2009/11/26,3485.773,3646.607,3472.948,3635.79,12788237900
2009/11/27,3382.51,3480.931,3367.293,3440.343,8929468800
2009/11/30,3511.669,3511.765,3415.077,3415.077,8441534100
2009/12/1,3560.831,3566.78,3485.524,3507.559,10151863900
2009/12/2,3597.329,3607.561,3570.287,3578.869,9805203300
2009/12/3,3590.876,3603.122,3551.482,3596.952,8997857200
2009/12/4,3643.491,3646.263,3530.058,3581.627,13413090100
2009/12/7,3668.832,3672.798,3633.445,3644.625,9122554600
2009/12/8,3624.019,3671.042,3590.941,3670.807,8294086400
2009/12/9,3554.478,3603.696,3543.424,3579.282,6852150700
2009/12/10,3577.237,3601.289,3544.901,3579.826,5756373800
2009/12/11,3575.02,3614.952,3568.506,3589.408,5455091200
2009/12/14,3612.753,3623.273,3495.639,3572.531,8378502100
2009/12/15,3583.341,3620.322,3578.283,3594.51,6918649300
2009/12/16,3560.723,3610.685,3550.667,3568.28,5696391200
2009/12/17,3480.153,3582.439,3475.844,3571.052,6328620100
2009/12/18,3391.735,3453.348,3385.675,3450.045,6611101500
2009/12/21,3396.622,3404.642,3354.652,3386.326,4832980500
2009/12/22,3305.543,3404.754,3296.765,3402.228,5394268500
2009/12/23,3336.48,3342.988,3296.292,3303.729,4806450400
2009/12/24,3438.817,3445.704,3339.298,3346.763,6437782300
2009/12/25,3424.783,3441.956,3410.667,3434.326,4691457600
2009/12/28,3478.433,3489.574,3432.82,3432.82,5537539000
2009/12/29,3500.737,3501.247,3451.177,3481.903,5553576500
2009/12/30,3558.857,3561.436,3498.377,3503.816,8842937000
2009/12/31,3575.684,3579.518,3542.38,3561.367,6924189000
2010/1/4,3535.229,3597.748,3535.229,3592.468,6610108000
2010/1/5,3564.038,3577.526,3497.661,3545.186,8580964100
2010/1/6,3541.727,3588.832,3541.173,3558.7,7847312500
2010/1/7,3471.456,3558.556,3452.769,3543.16,8035003700
2010/1/8,3480.13,3482.083,3426.698,3456.908,6079025300
2010/1/11,3482.052,3594.528,3465.317,3593.106,8998017200
2010/1/12,3534.916,3535.407,3437.661,3477.842,9374327800
2010/1/13,3421.144,3490.112,3415.693,3448.291,11245790100
2010/1/14,3469.051,3470.323,3411.812,3433.472,8335325200
2010/1/15,3482.738,3500.072,3448.661,3472.524,7254310200
2010/1/18,3500.684,3501.26,3458.042,3471.777,8285430700
2010/1/19,3507.482,3528.39,3497.094,3506.806,7488323200
2010/1/20,3394.434,3515.449,3387.818,3512.246,9249514600
2010/1/21,3408.574,3425.18,3364.723,3397.043,7059506800
2010/1/22,3366.197,3390.796,3293.194,3364.452,8893340400
2010/1/25,3328.014,3372.426,3326.266,3340.013,5684917100
2010/1/26,3242.797,3341.198,3222.14,3328.113,6175223100
2010/1/27,3198.566,3255.116,3183.365,3243.038,5269139400
2010/1/28,3206.57,3220.306,3168.463,3195.289,4699071600
2010/1/29,3204.155,3249.455,3176.916,3190.315,5026261300
2010/2/1,3152.707,3198.311,3116.439,3198.23,5700138000
2010/2/2,3146.189,3211.941,3143.085,3170.778,5013003300
2010/2/3,3230.715,3231.102,3094.568,3160.712,6479889400
2010/2/4,3218.802,3242.519,3190.437,3206.431,5897272600
2010/2/5,3153.087,3177.42,3129.921,3147.721,5910584500
2010/2/8,3150.988,3172.306,3133.808,3152.253,3735595100
2010/2/9,3169.19,3178.947,3144.478,3147.761,3595315800
2010/2/10,3214.13,3214.456,3182.834,3195.142,3421989400
2010/2/11,3220.398,3238.349,3207.165,3216.688,3579105200
2010/2/12,3251.278,3253.196,3228.738,3232.879,3405823800
2010/2/22,3233.345,3261.949,3232.784,3248.947,3828377200
2010/2/23,3198.634,3225.393,3152.934,3225.393,4274289800
2010/2/24,3244.483,3244.816,3165.133,3177.082,4998943700
2010/2/25,3292.128,3294.144,3249.329,3252.153,6758661700
2010/2/26,3281.666,3301.149,3273.693,3286.095,5210728800
2010/3/1,3324.423,3330.378,3287.556,3290.007,6050452000
2010/3/2,3311.236,3339.894,3299.685,3327.103,5703437400
2010/3/3,3335.081,3335.654,3293.916,3313.023,6062273200
2010/3/4,3250.573,3345.909,3244.978,3338.674,6934681000
2010/3/5,3259.764,3276.403,3239.677,3253.164,4562913800
2010/3/8,3286.178,3293.93,3258.034,3268.397,4154087600
2010/3/9,3305.863,3322.506,3255.982,3285.62,5419948600
2010/3/10,3279.694,3321.081,3267.761,3304.036,4642107900
2010/3/11,3276.705,3303.488,3251.704,3282.199,4748775400
2010/3/12,3233.126,3284.263,3232.117,3277.309,3995734400
2010/3/15,3183.183,3234.821,3171.803,3231.216,3784430400
2010/3/16,3203.971,3204.289,3169.098,3183.775,3084778000
2010/3/17,3273.916,3273.998,3207.271,3214.216,4580093400
2010/3/18,3267.555,3295.368,3256.593,3277.883,4694801300
2010/3/19,3293.871,3296.411,3251.136,3270.978,4606218700
2010/3/22,3302.628,3313.922,3288.506,3297.824,4943946200
2010/3/23,3275.573,3309.12,3272.921,3305.554,4653953600
2010/3/24,3276.669,3298.543,3271.033,3282.052,4454796600
2010/3/25,3229.128,3270.39,3222.821,3270.39,4498428500
2010/3/26,3275.002,3285.388,3220.594,3226.8,4744496500
2010/3/29,3358.54,3363.605,3293.671,3295.763,8472491000
2010/3/30,3366.708,3372.265,3350.313,3361.353,5643698000
2010/3/31,3345.607,3369.901,3338.745,3369.193,5312428700
2010/4/1,3391.935,3392.481,3349.884,3349.884,6777266900
2010/4/2,3407.346,3412.2,3391.806,3400.139,6907345200
2010/4/6,3405.145,3436.29,3386.888,3422.849,6519171000
2010/4/7,3386.949,3404.582,3369.017,3403.088,5401122800
2010/4/8,3346.744,3381.306,3336.156,3381.306,6218532200
2010/4/9,3379.17,3379.398,3342.471,3348.773,5128056700
2010/4/12,3351.478,3393.557,3330.3,3388.355,7456515000
2010/4/13,3391.716,3401.707,3324.048,3350.726,7990769500
2010/4/14,3403.707,3404.516,3377.437,3394.635,6030613100
2010/4/15,3394.574,3412.937,3365.881,3407.025,6105168500
2010/4/16,3356.332,3388.286,3348.781,3388.286,4714036800
2010/4/19,3176.423,3313.499,3175.441,3313.499,8841630000
2010/4/20,3173.374,3196.646,3130.96,3176.414,6413785900
2010/4/21,3236.679,3237.537,3164.765,3178.877,6692833100
2010/4/22,3201.541,3231.985,3177.726,3222.68,7108168800
2010/4/23,3190.003,3224.739,3172.578,3198.784,6125267900
2010/4/26,3171.997,3207.715,3168.374,3195.457,5089419900
2010/4/27,3108.409,3163.101,3060.854,3163.101,6529657400
2010/4/28,3097.353,3122.115,3062.085,3080.324,4599540600
2010/4/29,3060.064,3130.696,3059.796,3114.941,4826097100
2010/4/30,3067.365,3068.127,3014.069,3060.12,5447788100
2010/5/4,3019.449,3056.082,2994.921,3005.487,4124861000
2010/5/5,3036.394,3036.865,2943.361,2981.777,5967044100
2010/5/6,2896.856,3014.907,2895.392,3014.907,5877041300
2010/5/7,2836.789,2892.533,2817.153,2835.879,6111939900
2010/5/10,2858.233,2872.314,2798.523,2842.366,5020917300
2010/5/11,2800.817,2922.125,2790.701,2916.335,5836349000
2010/5/12,2818.16,2832.147,2756.422,2781.708,5300227100
2010/5/13,2886.911,2886.972,2811.661,2818.578,5514577800
2010/5/14,2868.023,2888.093,2849.241,2865.58,4249871900
2010/5/17,2714.715,2828.882,2712.444,2828.882,5216684700
2010/5/18,2771.348,2781.845,2686.973,2711.407,5450967100
2010/5/19,2762.174,2803.695,2723.304,2748.952,4557622100
2010/5/20,2726.022,2793.876,2721.072,2739.219,4217480300
2010/5/21,2768.791,2769.094,2647.597,2656.419,5447538300
2010/5/24,2873.469,2886.368,2787.751,2787.751,7450233800
2010/5/25,2813.943,2855.332,2798.02,2851.256,5516832700
2010/5/26,2813.944,2839.031,2797.628,2814.444,3985856400
2010/5/27,2859.979,2866.865,2771.586,2808.048,5344520900
2010/5/28,2850.302,2893.687,2835.069,2885.857,5153498900
2010/5/31,2773.264,2857.416,2772.792,2835.334,4621685400
2010/6/1,2744.162,2782.288,2710.593,2755.284,4485142600
2010/6/2,2757.527,2757.914,2700.075,2729.328,3958702000
2010/6/3,2736.076,2787.512,2735.7,2769.096,3958725800
2010/6/4,2744.391,2748.476,2713.095,2721.359,3274629100
2010/6/7,2695.715,2716.401,2673.342,2692.831,3954199300
2010/6/8,2699.336,2720.586,2672.058,2694.106,3514018200
2010/6/9,2782.133,2787.825,2687.331,2711.642,6020953300
2010/6/10,2750.023,2776.259,2746.107,2755.94,4290633400
2010/6/11,2758.866,2782.095,2755.949,2766.196,4055858500
2010/6/17,2742.733,2784.916,2742.64,2778.533,3261235600
2010/6/18,2696.166,2755.842,2686.614,2739.032,4180834400
2010/6/21,2780.663,2784.47,2686.323,2698.984,5526148200
2010/6/22,2783.72,2795.323,2766.443,2772.886,3909605200
2010/6/23,2758.495,2788.219,2734.047,2768.695,3560035000
2010/6/24,2757.498,2783.508,2739.807,2753.712,2922068200
2010/6/25,2736.287,2759.445,2715.655,2744.122,3067178200
2010/6/28,2716.777,2751.455,2710.087,2734.507,2771004400
2010/6/29,2592.019,2724.231,2591.694,2717.465,4875855200
2010/6/30,2563.07,2575.824,2546.843,2572.912,3569879400
2010/7/1,2526.071,2574.098,2524.573,2557.92,3285764600
2010/7/2,2534.105,2542.122,2462.202,2523.035,4491410000
2010/7/5,2512.651,2529.425,2476.49,2507.354,3217857400
2010/7/6,2562.902,2563.411,2502.931,2504.869,3971476200
2010/7/7,2580.477,2580.608,2548.559,2561.106,3572090900
2010/7/8,2575.921,2602.23,2564.638,2591.509,3405696600
2010/7/9,2647.104,2662.163,2557.259,2578.555,5849304500
2010/7/12,2676.218,2689.809,2636.648,2647.421,5846249100
2010/7/13,2634.593,2649.658,2618.34,2649.658,4322850600
2010/7/14,2653.609,2684.616,2640.542,2640.925,4668886000
2010/7/15,2608.519,2680.442,2607.788,2650.334,4044045900
2010/7/16,2616.128,2621.332,2573.794,2597,3506330200
2010/7/19,2682.472,2691.937,2585.007,2592.087,5386807000
2010/7/20,2741.503,2746.237,2685.459,2685.459,7312834500
2010/7/21,2747.335,2766.205,2733.721,2744.696,7075709200
2010/7/22,2781.286,2783.138,2734.071,2738.027,6106480600
2010/7/23,2793.076,2806.979,2769.44,2787.521,6451856500
2010/7/26,2811.055,2811.953,2775.778,2798.762,5358002600
2010/7/27,2795.724,2812.208,2785.374,2803.755,4979988400
2010/7/28,2863.724,2866.404,2784.155,2796.483,7998595400
2010/7/29,2877.976,2888.599,2851.996,2866.772,9596540900
2010/7/30,2868.846,2876.136,2844.682,2871.481,6257559100
2010/8/2,2917.275,2922.612,2867.45,2868.279,7174330000
2010/8/3,2865.971,2929.614,2865.761,2925.254,8174836400
